,age,path,split,yl,yr
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,train,15.801784002373886,50.44545530574375
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,train,33.236837089925494,91.31943976519186
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,train,40.42076522585061,52.18463186618686
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,train,20.5941523781651,71.70972010045323
4,28,AgeDB/3888_TomasMilian_28_m.jpg,test,26.36611815694676,38.63754718763408
5,8,AgeDB/16107_DannyGlover_8_m.jpg,train,7.048809765480588,11.544394441538909
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,test,25.783822489031955,60.321764835167414
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,test,73.20990126811826,76.4235844011571
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,train,14.044676186781615,49.60768490771275
9,62,AgeDB/15404_JanePowell_62_f.jpg,train,56.41318427803145,99.67066347887734
10,4,AgeDB/13911_BettyGrable_4_f.jpg,verify,0.0,30.8501118437947
11,57,AgeDB/9901_RoseMarie_57_f.jpg,test,23.90403132822175,80.7155056060476
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,test,26.210812932738037,72.73335258953942
13,61,AgeDB/3876_SteveMartin_61_m.jpg,verify,37.986946494841185,74.11135181376615
14,40,AgeDB/1844_TomJones_40_m.jpg,train,6.669507982944104,62.63859443860845
15,24,AgeDB/13324_AvaGardner_24_f.jpg,train,17.66177779520754,27.856902497667143
16,31,AgeDB/10113_JaneFonda_31_f.jpg,verify,28.820496964878394,79.49306838158522
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,train,46.5371498521407,96.37034857966677
18,39,AgeDB/4062_ClintWalker_39_m.jpg,test,29.38808980018704,50.24287719530183
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,test,47.982875728564764,103.07046455587879
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,test,43.160081964856865,81.36971981115346
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,train,24.501408692880027,66.81839577297954
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,train,1.817443565142959,59.488138065523216
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,test,30.456721556668285,59.93301111750431
24,24,AgeDB/10244_LivUllmann_24_f.jpg,verify,15.37592218216301,54.57301247533462
25,16,AgeDB/718_RonaldReagan_16_m.jpg,test,0.0,45.8604966027397
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,train,22.56632955621732,82.48117461622518
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,train,16.374089471996577,70.31328473269642
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,test,46.705631730587655,87.63064886081423
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,test,25.003064583127227,49.61744924921483
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,train,29.70008004170372,35.38555758747674
31,45,AgeDB/5673_RayDanton_45_m.jpg,train,42.66990794009723,90.25792950836389
32,67,AgeDB/2445_ChevyChase_67_m.jpg,train,47.532899901441056,87.43507539999072
33,45,AgeDB/6612_LouCostello_45_m.jpg,train,33.80420936327582,49.35754256861706
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,verify,21.512425960833454,66.85144751112394
35,28,AgeDB/1871_AlanYoung_28_m.jpg,train,15.410927824622853,44.94677577480158
36,53,AgeDB/15269_DyanCannon_53_f.jpg,train,12.65143765350269,71.09928397903465
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,train,65.77776788486922,124.1837552131035
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,train,63.452404938533476,71.50285591720007
39,52,AgeDB/13156_JaneWyman_52_f.jpg,test,14.574802682860025,68.26943471844004
40,49,AgeDB/2308_SamNeill_49_m.jpg,verify,22.078692812189942,69.61209218885685
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,train,34.150844105678566,76.55290046782646
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,test,26.313681625560704,84.39005737331154
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,verify,19.037074415583042,71.26258042970589
44,34,AgeDB/3722_RogerAllam_34_m.jpg,verify,0.0,43.80106523144679
45,59,AgeDB/3587_MichaelYork_59_m.jpg,train,56.50060027929608,107.52978368856346
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,train,36.23026831119285,57.69549934852502
47,25,AgeDB/9672_MegRyan_25_f.jpg,train,4.495694983093216,25.692207665774774
48,26,AgeDB/2871_SamElliott_26_m.jpg,train,17.488394089595722,28.091465087641247
49,37,AgeDB/12657_IsabelleHuppert_37_f.jpg,train,0.0,37.284964054982844
50,49,AgeDB/13196_MichellePfeiffer_49_f.jpg,train,45.55684687763649,63.820354779595505
51,44,AgeDB/15872_StВphaneAudran_44_f.jpg,train,26.780344159204446,79.44566673769204
52,35,AgeDB/789_akistsoxatzopoulos_35_m.jpg,train,24.26018420347642,56.368783742459215
53,47,AgeDB/5131_ArmandAssante_47_m.jpg,test,13.480461924261874,52.396910368363635
54,62,AgeDB/3825_StacyKeach_62_m.jpg,verify,55.06786345886552,84.15474084142005
55,78,AgeDB/4005_BurtReynolds_78_m.jpg,train,42.81622365612717,78.5986041728371
56,69,AgeDB/7049_DavidNiven_69_m.jpg,verify,44.13476751492067,87.10583229809103
57,44,AgeDB/11038_EmmaThompson_44_f.jpg,train,27.924718385466207,64.84199575802793
58,67,AgeDB/10363_AnitaEkberg_67_f.jpg,train,23.066880365377997,74.2658057929885
59,63,AgeDB/8777_AlecGuinness_63_m.jpg,train,49.70133180384521,79.91369856608561
60,33,AgeDB/6580_LexBarker_33_m.jpg,verify,17.86093059944799,36.51288119926783
61,38,AgeDB/6452_JohnVernon_38_m.jpg,train,28.687750308911454,59.24710142359537
62,35,AgeDB/9921_AliMacGraw_35_f.jpg,train,30.175493220772033,45.18963661894736
63,72,AgeDB/2486_ClaudeRich_72_m.jpg,test,54.517313445258,101.94824528684275
64,40,AgeDB/13674_LilliPalmer_40_f.jpg,train,11.913895039802828,67.57118626866946
65,39,AgeDB/8499_AlejandroRey_39_m.jpg,train,38.49440642641198,65.04868791676505
66,47,AgeDB/13107_GretaGarbo_47_f.jpg,train,27.956274385371664,67.82465742449979
67,39,AgeDB/5558_PatrickStewart_39_m.jpg,train,1.8284689849620577,47.14945758509245
68,50,AgeDB/8147_LorneGreene_50_m.jpg,train,32.61459022204086,72.33299878886257
69,52,AgeDB/5292_JackNicolson_52_m.jpg,train,22.32826981328038,71.82240151417324
70,19,AgeDB/12544_AlikiBoug_19_f.jpg,train,5.317695657001114,33.131832225300585
71,44,AgeDB/9280_BurtLancaster_44_m.jpg,verify,16.450628852577736,62.28787382373166
72,33,AgeDB/9338_GeorgesMarchal_33_m.jpg,train,5.202728530346885,40.9073872403939
73,81,AgeDB/15698_KathrynGrayson_81_f.jpg,test,62.07309024963365,120.72994083212507
74,38,AgeDB/12420_AngieDickinson_38_f.jpg,train,3.223583942547698,51.99525613451381
75,18,AgeDB/11354_VirnaLisi_18_f.jpg,train,0.0,27.63409068114828
76,40,AgeDB/14184_GeraldinePage_40_f.jpg,train,31.395935879745586,60.699116524740376
77,29,AgeDB/6782_RowanAtkinson_29_m.jpg,verify,25.92795213837958,58.34890436958898
78,39,AgeDB/11670_MireilleDarc_39_f.jpg,train,19.686559615698883,45.71353391040381
79,56,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,test,47.54582950455362,75.61133548024468
80,81,AgeDB/278_PabloPicasso_81_m.jpg,verify,43.473031645953334,84.21296218792439
81,41,AgeDB/3216_EliWallach_41_m.jpg,train,36.537276913480305,83.8444434284352
82,58,AgeDB/2898_SamElliott_58_m.jpg,test,45.07686711459789,103.64132048035216
83,26,AgeDB/11300_SophiaLoren_26_f.jpg,train,0.0,41.23564710354713
84,54,AgeDB/4072_ClintWalker_54_m.jpg,train,8.342040523433234,66.65670041001594
85,59,AgeDB/5786_BenGazzara_59_m.jpg,test,56.48686949291502,80.29848263012674
86,64,AgeDB/2631_JamesWoods_64_m.jpg,train,60.98647629493345,68.14238189514512
87,43,AgeDB/1196_ErnestRutherford_43_m.jpg,train,19.543262965583033,64.32194410271423
88,75,AgeDB/10986_DonnaDouglas_75_f.jpg,verify,45.48602785866014,90.255974563166
89,86,AgeDB/2130_MelBrooks_86_m.jpg,train,69.19914539634405,115.5821251127409
90,48,AgeDB/13290_AmandaRedman_48_f.jpg,train,8.077507051502451,54.04601227395163
91,19,AgeDB/76_PaulAnka_19_m.jpg,train,11.262238133523208,31.687995793109373
92,34,AgeDB/7910_GeorgePeppard_34_m.jpg,verify,26.86072462422662,56.59756569115426
93,46,AgeDB/9729_DorisDay_46_f.jpg,verify,18.15451370141554,76.48684510214744
94,38,AgeDB/734_RonaldReagan_38_m.jpg,train,0.0,39.85211357736491
95,73,AgeDB/4156_GenaRowlands_73_m.jpg,verify,49.48333969966522,108.7150216929679
96,31,AgeDB/4929_StevenBerkoff_31_m.jpg,train,9.07809533581489,43.941896825418716
97,77,AgeDB/13513_GladysCooper_77_f.jpg,train,53.91800265054498,98.56491610408482
98,44,AgeDB/3431_KevinSpacey_44_m.jpg,test,18.181442464858925,53.40620095013671
99,62,AgeDB/4201_HarveyKeitel_62_m.jpg,verify,49.092062405211934,90.41415619258935
100,24,AgeDB/14273_JoanCrawford_24_f.jpg,verify,19.358635982846955,67.58774733062272
101,32,AgeDB/8582_DavidCarradine_32_m.jpg,train,3.8255664737870454,61.9185109310727
102,70,AgeDB/12432_AngieDickinson_70_f.jpg,train,61.192218082471214,102.67577420520733
103,35,AgeDB/2370_AlainDelon_35_m.jpg,train,9.059489316207717,60.19197311677783
104,54,AgeDB/5359_JohnDerek_54_m.jpg,train,53.6768198743579,75.4395734405584
105,53,AgeDB/6354_JamesArness_53_m.jpg,train,41.06643177311766,70.00122960818355
106,50,AgeDB/12007_CybillShepherd_50_f.jpg,train,32.99839966853405,57.547954979704684
107,50,AgeDB/16459_Tyson_50_f.jpg,train,18.70259077203012,78.58624363366923
108,37,AgeDB/3601_MikeConnors_37_m.jpg,train,30.529147483856057,63.481477891577384
109,68,AgeDB/3595_MichaelYork_68_m.jpg,train,49.411762013484164,88.04522095977698
110,59,AgeDB/7883_FredAstaire_59_m.jpg,verify,43.25491684605064,88.0235138543145
111,65,AgeDB/5312_JackLemon_65_m.jpg,train,19.122173667619847,68.33750235005468
112,19,AgeDB/2133_MelGibson_19_m.jpg,train,12.257691260775871,70.52900406375655
113,36,AgeDB/16070_WillSmith _36_m.jpg,train,9.65087825324347,49.01581629645436
