,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,20.430637409456537,32.914746454352645,train
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,39.51830895422855,67.0053119475537,verify
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,20.563700360263248,44.5449633933259,train
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,59.23063025530509,73.92299193880628,train
4,28,AgeDB/3888_TomasMilian_28_m.jpg,21.86434746872854,34.70454590684295,train
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,20.38096823357766,train
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,29.002237176168464,36.40244412057508,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,73.69850768957924,79.14219986039305,verify
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,19.345035555393103,30.845646528112297,test
9,62,AgeDB/15404_JanePowell_62_f.jpg,34.34731750457556,63.24802477588695,train
10,4,AgeDB/13911_BettyGrable_4_f.jpg,0.0,20.296834821216038,train
11,57,AgeDB/9901_RoseMarie_57_f.jpg,51.002705201195624,80.54738651746761,train
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,31.250612865541854,56.38160136333535,test
13,61,AgeDB/3876_SteveMartin_61_m.jpg,41.914832127642065,70.49819410801581,train
14,40,AgeDB/1844_TomJones_40_m.jpg,38.513948908611326,49.90325998491457,verify
15,24,AgeDB/13324_AvaGardner_24_f.jpg,14.668555931726907,33.81137824050988,train
16,31,AgeDB/10113_JaneFonda_31_f.jpg,12.073654509416649,36.31466124578048,train
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,42.17447714623435,62.81879725464832,verify
18,39,AgeDB/4062_ClintWalker_39_m.jpg,35.95717371054215,53.32999806531245,train
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,66.65712015506467,78.34167876423676,train
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,44.131031931290806,72.12397256522942,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,41.13041630142072,69.76338064719171,verify
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,29.54775467559442,52.14177488831699,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,18.816045957235985,42.56430328542955,train
24,24,AgeDB/10244_LivUllmann_24_f.jpg,7.698886978304355,24.03481918017004,train
25,16,AgeDB/718_RonaldReagan_16_m.jpg,9.107802596080294,34.64483347488316,test
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,49.07535837671675,78.33378843570313,train
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,25.20013202791661,47.81981381642322,test
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,42.23469450382613,59.87104259987049,train
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,43.49086063208716,72.76619623574663,verify
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,10.018525636840277,36.206254626926395,test
31,45,AgeDB/5673_RayDanton_45_m.jpg,20.823913585702726,48.83102037173218,train
32,67,AgeDB/2445_ChevyChase_67_m.jpg,62.84162377922789,89.33390677325161,test
33,45,AgeDB/6612_LouCostello_45_m.jpg,23.903985304992553,48.7642354928755,train
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,35.418017412737655,48.34883899851316,train
35,28,AgeDB/1871_AlanYoung_28_m.jpg,16.652459796911067,32.86355158351231,verify
36,53,AgeDB/15269_DyanCannon_53_f.jpg,49.89344543302634,55.23954346287961,test
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,59.07851453212332,69.87207260582626,train
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,60.987042904004895,84.94946221794591,test
39,52,AgeDB/13156_JaneWyman_52_f.jpg,42.98160906374931,65.56669960342542,train
40,49,AgeDB/2308_SamNeill_49_m.jpg,43.07821403317227,63.331408901750265,train
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,44.508394764139524,68.15057519059644,train
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,66.56059600078284,92.32287688221587,train
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,54.44004170111994,82.10214161408676,verify
44,34,AgeDB/3722_RogerAllam_34_m.jpg,31.04427199858329,34.45473291741705,test
45,59,AgeDB/3587_MichaelYork_59_m.jpg,54.281161111964636,79.89148164647108,train
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,48.92905446006522,57.535171668452605,test
47,25,AgeDB/9672_MegRyan_25_f.jpg,20.978936824423265,35.40911669914063,train
48,26,AgeDB/2871_SamElliott_26_m.jpg,18.612476960405353,46.74946259000777,test
