,age,path,split,yl,yr
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,test,6.854832289221953,68.90016253222451
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,verify,58.14910032109613,117.11623662569278
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,verify,0.0,45.94137901056574
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,test,48.814946717344554,99.13558417058246
4,28,AgeDB/3888_TomasMilian_28_m.jpg,train,14.58930890557616,32.46567468842838
5,8,AgeDB/16107_DannyGlover_8_m.jpg,verify,0.0,35.90262390572563
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,train,25.149190045622746,44.748236258463336
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,train,73.67706924792401,109.38685921006697
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,train,22.32825004512742,35.550538744379416
9,62,AgeDB/15404_JanePowell_62_f.jpg,verify,35.26169676593262,63.41836196645812
10,4,AgeDB/13911_BettyGrable_4_f.jpg,test,0.0,9.085718523192522
11,57,AgeDB/9901_RoseMarie_57_f.jpg,verify,38.810668840607775,79.19059513312821
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,test,9.185978570173898,46.53972678361346
13,61,AgeDB/3876_SteveMartin_61_m.jpg,test,31.183839135796084,70.93226052287754
14,40,AgeDB/1844_TomJones_40_m.jpg,verify,8.394827324951546,42.42279620278607
15,24,AgeDB/13324_AvaGardner_24_f.jpg,test,18.972275153717142,50.461024602212504
16,31,AgeDB/10113_JaneFonda_31_f.jpg,verify,30.461114596819428,69.76575820299007
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,test,0.4488406329425665,56.47297989722392
18,39,AgeDB/4062_ClintWalker_39_m.jpg,verify,19.463183457533617,46.67640504928977
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,train,29.386509193967555,70.61268167937499
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,verify,0.0,54.75156950674109
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,train,50.707443260595966,89.78887468715106
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,test,28.869790234473797,50.6632122144632
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,test,18.887924647811104,76.56508733796612
24,24,AgeDB/10244_LivUllmann_24_f.jpg,train,0.0,43.19840347604031
25,16,AgeDB/718_RonaldReagan_16_m.jpg,train,0.0,53.78401668811961
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,test,63.46169486123512,98.15519742630134
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,train,8.743674153614222,55.90442738392693
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,verify,28.8262882197278,90.49563740721447
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,train,10.483609712949164,73.67283078149659
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,verify,0.0,67.10651921275871
31,45,AgeDB/5673_RayDanton_45_m.jpg,train,32.84470346150528,55.75217099997579
32,67,AgeDB/2445_ChevyChase_67_m.jpg,train,40.4578582295047,71.5850008238537
33,45,AgeDB/6612_LouCostello_45_m.jpg,train,36.299465263223276,70.40960940833125
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,test,34.99852229441245,88.92645236277217
35,28,AgeDB/1871_AlanYoung_28_m.jpg,train,2.456628747507935,49.234259437886564
36,53,AgeDB/15269_DyanCannon_53_f.jpg,train,48.38770782094373,87.2164416957584
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,train,34.93535257196227,100.57052151627165
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,train,51.5215471627928,80.06438884047799
39,52,AgeDB/13156_JaneWyman_52_f.jpg,train,40.539130499849364,59.870274082171136
40,49,AgeDB/2308_SamNeill_49_m.jpg,train,44.147060918499236,87.26760289184004
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,train,11.910559925172524,66.64693639616499
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,test,46.3808830664878,76.56536452889917
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,train,56.3068161037768,89.89744829236376
44,34,AgeDB/3722_RogerAllam_34_m.jpg,verify,6.441239183401528,43.329098436336125
45,59,AgeDB/3587_MichaelYork_59_m.jpg,test,57.26462656240244,81.16426143024687
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,verify,0.0,60.760738791618465
47,25,AgeDB/9672_MegRyan_25_f.jpg,train,15.291755876816104,74.3127457363248
48,26,AgeDB/2871_SamElliott_26_m.jpg,train,11.00572947546901,49.936996927656
49,37,AgeDB/12657_IsabelleHuppert_37_f.jpg,train,29.920090001977755,94.54277386140167
50,49,AgeDB/13196_MichellePfeiffer_49_f.jpg,test,8.703418212390496,71.08529981115485
51,44,AgeDB/15872_StВphaneAudran_44_f.jpg,verify,12.206579698826914,63.010442074217195
52,35,AgeDB/789_akistsoxatzopoulos_35_m.jpg,test,1.7883062032687178,54.84287983741993
53,47,AgeDB/5131_ArmandAssante_47_m.jpg,test,0.0,49.95465043218957
54,62,AgeDB/3825_StacyKeach_62_m.jpg,train,59.004041027471615,72.99211289216632
55,78,AgeDB/4005_BurtReynolds_78_m.jpg,train,66.6703062924119,89.06771242640649
56,69,AgeDB/7049_DavidNiven_69_m.jpg,train,59.33877170773516,124.25153023252344
57,44,AgeDB/11038_EmmaThompson_44_f.jpg,train,18.01305320936229,65.54850798705232
58,67,AgeDB/10363_AnitaEkberg_67_f.jpg,verify,48.60444789182996,86.99955591938412
59,63,AgeDB/8777_AlecGuinness_63_m.jpg,train,29.04790556699232,63.57595024222721
60,33,AgeDB/6580_LexBarker_33_m.jpg,train,8.789422604894106,74.63830598612854
61,38,AgeDB/6452_JohnVernon_38_m.jpg,verify,2.7690815333919367,50.237748853255496
62,35,AgeDB/9921_AliMacGraw_35_f.jpg,train,0.0,38.80446683907483
63,72,AgeDB/2486_ClaudeRich_72_m.jpg,train,50.090389893602264,98.39793113097618
64,40,AgeDB/13674_LilliPalmer_40_f.jpg,test,39.70120989093421,92.69937860012567
65,39,AgeDB/8499_AlejandroRey_39_m.jpg,verify,0.0,43.617020313308224
66,47,AgeDB/13107_GretaGarbo_47_f.jpg,train,7.226455963513352,53.18384013162169
67,39,AgeDB/5558_PatrickStewart_39_m.jpg,train,0.0,56.51781186295277
68,50,AgeDB/8147_LorneGreene_50_m.jpg,train,25.02023270350101,73.03830025683664
69,52,AgeDB/5292_JackNicolson_52_m.jpg,train,23.778124872861802,68.02350051393785
70,19,AgeDB/12544_AlikiBoug_19_f.jpg,train,0.0,61.306334372980984
71,44,AgeDB/9280_BurtLancaster_44_m.jpg,train,30.659030009239324,84.04737037453809
72,33,AgeDB/9338_GeorgesMarchal_33_m.jpg,verify,24.602314027237014,50.90048505199914
73,81,AgeDB/15698_KathrynGrayson_81_f.jpg,train,74.15062313411872,138.00047115790375
74,38,AgeDB/12420_AngieDickinson_38_f.jpg,verify,0.0,48.860322984368324
75,18,AgeDB/11354_VirnaLisi_18_f.jpg,train,7.561406109067743,52.752226821478075
76,40,AgeDB/14184_GeraldinePage_40_f.jpg,train,18.737190566651954,64.9152407366578
77,29,AgeDB/6782_RowanAtkinson_29_m.jpg,train,0.0,32.281023645843014
78,39,AgeDB/11670_MireilleDarc_39_f.jpg,train,5.65261464923244,53.662132701285245
79,56,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,train,40.07226992186715,83.64211140751647
80,81,AgeDB/278_PabloPicasso_81_m.jpg,verify,64.88262929992295,92.06007738951666
