,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,24.861084886755265,45.52621510595097,train
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,41.41788672279333,65.32542032491395,verify
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,33.60745027013773,51.215173002530136,train
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,56.40413756402384,63.23738240441885,train
4,28,AgeDB/3888_TomasMilian_28_m.jpg,27.171270318905428,34.33719355509064,train
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,8.22027528549727,verify
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,29.482732206043224,42.4610519264523,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,64.85539746594176,76.38083896470431,test
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,14.408015486193733,32.90797809762596,train
9,62,AgeDB/15404_JanePowell_62_f.jpg,45.52129755557803,71.70335266234605,test
10,4,AgeDB/13911_BettyGrable_4_f.jpg,2.942466565449358,24.54829536905632,verify
11,57,AgeDB/9901_RoseMarie_57_f.jpg,52.81703983628492,62.65312234064359,verify
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,27.06756636280145,37.824209819428255,train
13,61,AgeDB/3876_SteveMartin_61_m.jpg,43.90892932762916,73.49690651877765,train
14,40,AgeDB/1844_TomJones_40_m.jpg,34.893369045661316,53.62005821254655,verify
15,24,AgeDB/13324_AvaGardner_24_f.jpg,11.480756730968913,36.093500472982136,train
16,31,AgeDB/10113_JaneFonda_31_f.jpg,30.17863612241903,49.52001777765001,train
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,45.80720968186387,50.924550865921546,train
18,39,AgeDB/4062_ClintWalker_39_m.jpg,21.26713564779992,41.8111309126546,train
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,65.45359335464019,73.2805710205267,verify
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,50.575534239233676,63.42226310980884,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,43.86765918520689,59.945293051955446,train
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,34.4322162264838,56.973285947497374,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,35.28321096509931,60.49218213023633,train
24,24,AgeDB/10244_LivUllmann_24_f.jpg,15.082311251083667,39.839586168246534,train
25,16,AgeDB/718_RonaldReagan_16_m.jpg,0.0,24.104765567675614,train
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,54.703331919628596,75.75473613710615,verify
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,11.828847053164019,38.752494741095624,train
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,42.40121696868332,63.782080917914925,train
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,44.45049874394455,47.07875927008129,test
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,17.612206458059475,41.29497086146062,train
31,45,AgeDB/5673_RayDanton_45_m.jpg,42.63801128496253,49.64683976978719,verify
32,67,AgeDB/2445_ChevyChase_67_m.jpg,48.494403641247075,73.21968439229707,test
33,45,AgeDB/6612_LouCostello_45_m.jpg,23.275836560215225,52.3760813370604,test
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,43.75382747430589,59.1513476399947,train
35,28,AgeDB/1871_AlanYoung_28_m.jpg,15.997627746723694,30.605979494894328,verify
36,53,AgeDB/15269_DyanCannon_53_f.jpg,32.76976420828123,62.61079892586527,train
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,65.30852775686162,93.3250058734547,test
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,48.51031756764648,75.8914900423793,verify
39,52,AgeDB/13156_JaneWyman_52_f.jpg,48.94232545391232,70.73589970202438,train
40,49,AgeDB/2308_SamNeill_49_m.jpg,46.060329192579246,73.2213194511703,verify
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,55.803296460968696,61.20415747979048,train
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,46.90776018107633,73.79786149495763,train
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,51.608421679042735,69.86994539547446,verify
44,34,AgeDB/3722_RogerAllam_34_m.jpg,9.47141187899689,37.787574915304525,train
45,59,AgeDB/3587_MichaelYork_59_m.jpg,42.157743053461374,63.817411129614754,test
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,50.1702668329451,60.45720653422994,train
47,25,AgeDB/9672_MegRyan_25_f.jpg,23.59266564084499,39.97615052614185,train
48,26,AgeDB/2871_SamElliott_26_m.jpg,10.721995556096921,26.966037332658807,train
49,37,AgeDB/12657_IsabelleHuppert_37_f.jpg,33.441264468166096,50.32864958516603,train
50,49,AgeDB/13196_MichellePfeiffer_49_f.jpg,45.22825793395876,69.62157738476226,train
51,44,AgeDB/15872_StВphaneAudran_44_f.jpg,24.34558120355358,45.594711608127966,train
52,35,AgeDB/789_akistsoxatzopoulos_35_m.jpg,21.819431817385983,36.71963764676288,verify
53,47,AgeDB/5131_ArmandAssante_47_m.jpg,27.09729804938995,49.42474306392974,verify
54,62,AgeDB/3825_StacyKeach_62_m.jpg,54.261588505836045,64.84963404073297,train
55,78,AgeDB/4005_BurtReynolds_78_m.jpg,70.39878913061004,93.29394733256228,train
56,69,AgeDB/7049_DavidNiven_69_m.jpg,65.29839164270308,80.48669064809604,test
57,44,AgeDB/11038_EmmaThompson_44_f.jpg,41.37199824042791,57.183388793575546,test
58,67,AgeDB/10363_AnitaEkberg_67_f.jpg,50.617087022543984,79.16517272828858,test
59,63,AgeDB/8777_AlecGuinness_63_m.jpg,48.92278117041798,65.4745675960387,test
60,33,AgeDB/6580_LexBarker_33_m.jpg,26.305061796984717,34.37790080454749,test
61,38,AgeDB/6452_JohnVernon_38_m.jpg,25.494405954484108,38.038847558288914,train
62,35,AgeDB/9921_AliMacGraw_35_f.jpg,25.444697780671667,41.58181751742721,verify
63,72,AgeDB/2486_ClaudeRich_72_m.jpg,61.15215439151753,85.18916076327461,train
64,40,AgeDB/13674_LilliPalmer_40_f.jpg,15.92201847091593,43.07194686304231,train
65,39,AgeDB/8499_AlejandroRey_39_m.jpg,25.45272417321052,48.07361543666546,test
66,47,AgeDB/13107_GretaGarbo_47_f.jpg,46.753851341026916,55.78859643507697,train
67,39,AgeDB/5558_PatrickStewart_39_m.jpg,25.214698729905365,42.308246778086094,test
68,50,AgeDB/8147_LorneGreene_50_m.jpg,46.06282183570741,62.36352597805168,train
69,52,AgeDB/5292_JackNicolson_52_m.jpg,47.21543454600135,56.477566361802204,verify
70,19,AgeDB/12544_AlikiBoug_19_f.jpg,6.707502862884873,25.001095711140906,train
71,44,AgeDB/9280_BurtLancaster_44_m.jpg,38.0079654177981,63.31879413294401,train
72,33,AgeDB/9338_GeorgesMarchal_33_m.jpg,21.595023527042024,42.950949206910884,test
73,81,AgeDB/15698_KathrynGrayson_81_f.jpg,76.23210402312445,92.8345832744496,train
74,38,AgeDB/12420_AngieDickinson_38_f.jpg,21.666629051976088,48.222595313771635,train
75,18,AgeDB/11354_VirnaLisi_18_f.jpg,13.438574095932928,31.932349616221494,train
76,40,AgeDB/14184_GeraldinePage_40_f.jpg,33.656024880971806,43.236831312804036,test
77,29,AgeDB/6782_RowanAtkinson_29_m.jpg,26.907469620646452,45.22301049515451,test
78,39,AgeDB/11670_MireilleDarc_39_f.jpg,28.176289860524257,51.63746924935418,train
79,56,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,53.849572709529866,64.233738556347,train
80,81,AgeDB/278_PabloPicasso_81_m.jpg,77.05675711729539,88.02217173364481,train
81,41,AgeDB/3216_EliWallach_41_m.jpg,37.41320963754451,63.37347854821883,test
82,58,AgeDB/2898_SamElliott_58_m.jpg,56.81911826356831,66.94023516068845,train
83,26,AgeDB/11300_SophiaLoren_26_f.jpg,18.622297544010713,33.67235116578616,train
84,54,AgeDB/4072_ClintWalker_54_m.jpg,50.800596516497976,61.90718224775907,train
85,59,AgeDB/5786_BenGazzara_59_m.jpg,49.98568197109985,60.6549927128202,train
86,64,AgeDB/2631_JamesWoods_64_m.jpg,56.36439659843063,75.45988156596437,verify
87,43,AgeDB/1196_ErnestRutherford_43_m.jpg,31.649377470929224,52.54814934479846,train
88,75,AgeDB/10986_DonnaDouglas_75_f.jpg,66.7362503580275,88.73924510144931,train
89,86,AgeDB/2130_MelBrooks_86_m.jpg,80.84409787284731,103.25074797643563,train
90,48,AgeDB/13290_AmandaRedman_48_f.jpg,24.665056152610937,51.84232385618438,train
91,19,AgeDB/76_PaulAnka_19_m.jpg,4.4493978689729055,29.993132744978425,train
92,34,AgeDB/7910_GeorgePeppard_34_m.jpg,22.656353898952283,51.15334975593957,test
93,46,AgeDB/9729_DorisDay_46_f.jpg,31.72892684940787,54.80626275402577,train
94,38,AgeDB/734_RonaldReagan_38_m.jpg,8.568941382223624,38.106806882228156,train
95,73,AgeDB/4156_GenaRowlands_73_m.jpg,72.37875882603599,75.0421254088164,verify
96,31,AgeDB/4929_StevenBerkoff_31_m.jpg,12.660865033883454,39.57988816129751,train
97,77,AgeDB/13513_GladysCooper_77_f.jpg,64.806030241574,81.90356241728571,test
98,44,AgeDB/3431_KevinSpacey_44_m.jpg,42.21397194103673,56.75431752788846,test
99,62,AgeDB/4201_HarveyKeitel_62_m.jpg,54.107482181619744,82.3757619932203,verify
100,24,AgeDB/14273_JoanCrawford_24_f.jpg,14.448493029205345,41.36912815404408,train
101,32,AgeDB/8582_DavidCarradine_32_m.jpg,24.14876580186477,43.69265008041291,test
102,70,AgeDB/12432_AngieDickinson_70_f.jpg,68.11703450641768,93.25844081079956,test
103,35,AgeDB/2370_AlainDelon_35_m.jpg,33.11428080097115,49.11406387202882,train
104,54,AgeDB/5359_JohnDerek_54_m.jpg,48.70592242419954,70.10341172707848,train
105,53,AgeDB/6354_JamesArness_53_m.jpg,51.25588765876549,54.03044289144337,train
106,50,AgeDB/12007_CybillShepherd_50_f.jpg,35.08683372217075,56.18663863566351,train
107,50,AgeDB/16459_Tyson_50_f.jpg,40.216552847422506,54.68951001057481,train
108,37,AgeDB/3601_MikeConnors_37_m.jpg,13.043768045071296,40.9294071587372,verify
109,68,AgeDB/3595_MichaelYork_68_m.jpg,67.34754926123564,89.27397537492547,test
110,59,AgeDB/7883_FredAstaire_59_m.jpg,48.00074198412982,66.9904928204238,train
111,65,AgeDB/5312_JackLemon_65_m.jpg,53.424302188896476,69.60820902689538,train
112,19,AgeDB/2133_MelGibson_19_m.jpg,14.441717471141054,43.579460590583636,test
113,36,AgeDB/16070_WillSmith _36_m.jpg,27.34482943494576,42.45368431367775,test
114,68,AgeDB/8028_HenryFonda_68_m.jpg,67.44162954050479,70.82635620291927,train
115,21,AgeDB/882_WinstonChurchill_21_m.jpg,13.882485843306682,35.413975308011246,verify
116,22,AgeDB/15994_MuhammadAli_22_m.jpg,6.114776798757127,30.83282196006175,train
117,25,AgeDB/211_ElvisPresley_25_m.jpg,24.34549910328581,40.96546047513935,test
118,29,AgeDB/4613_JamesGarner_29_m.jpg,24.832285773312627,50.37077389597199,train
119,38,AgeDB/8112_LeslieNielsen_38_m.jpg,35.93386612394741,52.29270308468075,verify
120,41,AgeDB/6139_DanaAndrews_41_m.jpg,34.439605892562284,41.89742001352051,train
121,35,AgeDB/5305_JackLemon_35_m.jpg,23.572216546736648,48.065801758206575,train
122,43,AgeDB/7188_JohnWayne_43_m.jpg,31.714758512927688,49.4603148700389,test
123,29,AgeDB/9421_Thanasisveggos_29_m.jpg,13.966468376857705,40.15978017564254,verify
124,58,AgeDB/5613_PeterFalk_58_m.jpg,55.39192145316447,81.5233810779823,train
125,61,AgeDB/8155_LorneGreene_61_m.jpg,35.902720977878204,63.52263336684851,train
126,70,AgeDB/3713_RingoStarr_70_m.jpg,49.79724184116111,72.82992074505246,test
127,52,AgeDB/3737_RogerAllam_52_m.jpg,31.13836850155922,59.25999941193422,train
128,40,AgeDB/12444_AngieDickinson_40_f.jpg,23.80425087195733,43.76275381152376,train
