,age,path,split,yl,yr
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,train,21.101058970930687,39.02032695495366
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,verify,47.57142275220865,59.3293183236253
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,train,37.06054283793329,99.7879547467161
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,test,52.32241644192149,69.03679045145343
4,28,AgeDB/3888_TomasMilian_28_m.jpg,test,24.759079335329588,33.91182830214239
5,8,AgeDB/16107_DannyGlover_8_m.jpg,train,0.0,64.12525880457795
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,train,25.987968136423824,75.63623247227618
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,train,70.35081244106951,132.96501118191418
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,train,19.46526292002214,83.94935514202949
9,62,AgeDB/15404_JanePowell_62_f.jpg,train,51.68196371902208,76.53508268737549
10,4,AgeDB/13911_BettyGrable_4_f.jpg,train,0.0,21.602293039565453
11,57,AgeDB/9901_RoseMarie_57_f.jpg,train,21.558779430929462,87.80851039622662
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,test,25.42324172159902,51.20503230651288
13,61,AgeDB/3876_SteveMartin_61_m.jpg,train,46.62268775884583,66.98027988808866
14,40,AgeDB/1844_TomJones_40_m.jpg,train,38.42808109584381,72.54650515168365
15,24,AgeDB/13324_AvaGardner_24_f.jpg,train,23.55649832490191,68.65070062122864
16,31,AgeDB/10113_JaneFonda_31_f.jpg,train,28.394668836124737,90.2849445198582
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,test,7.422996295464557,75.87985696239008
18,39,AgeDB/4062_ClintWalker_39_m.jpg,train,10.081850748957816,76.07000714861655
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,train,50.77695358668734,84.50463586313185
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,test,28.2296117282918,96.13139703843919
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,train,1.9504024818112526,55.76267320652168
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,test,1.1737113076193886,66.43978896518519
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,test,27.000905977780874,89.91963786207126
24,24,AgeDB/10244_LivUllmann_24_f.jpg,train,0.0,49.42434296298582
25,16,AgeDB/718_RonaldReagan_16_m.jpg,verify,2.4385504696910196,30.858468643423855
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,test,61.712317279252645,78.87384120460524
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,test,0.0,61.52188701860402
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,train,18.160637156173443,76.38037676037811
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,verify,22.971301662215403,75.87991841540074
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,train,18.40054295550607,53.21840952806241
31,45,AgeDB/5673_RayDanton_45_m.jpg,verify,22.831132737007295,45.86247358083568
32,67,AgeDB/2445_ChevyChase_67_m.jpg,train,55.51505142665158,67.97653847290059
33,45,AgeDB/6612_LouCostello_45_m.jpg,test,10.933425434157101,53.41041241900622
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,train,31.995843477815612,64.57751180322559
35,28,AgeDB/1871_AlanYoung_28_m.jpg,train,4.226823224806875,56.17428187503096
36,53,AgeDB/15269_DyanCannon_53_f.jpg,train,33.295543788557,58.65131801895889
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,train,63.720743687127054,90.711144745721
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,train,48.703649162599035,82.29361569649217
39,52,AgeDB/13156_JaneWyman_52_f.jpg,test,8.907327569320817,54.0742861966385
40,49,AgeDB/2308_SamNeill_49_m.jpg,train,14.058814810067716,80.4815496544386
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,test,46.914519446701036,80.04813708183191
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,train,56.202338804516955,121.73028504206212
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,train,26.79773413672511,73.69251759880797
44,34,AgeDB/3722_RogerAllam_34_m.jpg,train,12.437215425571623,64.00468172858074
45,59,AgeDB/3587_MichaelYork_59_m.jpg,test,21.137735371943904,78.32588384540479
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,train,40.68305731997503,77.07681017077346
47,25,AgeDB/9672_MegRyan_25_f.jpg,train,20.290360815041296,73.46801569649395
48,26,AgeDB/2871_SamElliott_26_m.jpg,train,1.3246248818400055,41.84993502073589
49,37,AgeDB/12657_IsabelleHuppert_37_f.jpg,test,9.910672491727684,62.160011353931125
50,49,AgeDB/13196_MichellePfeiffer_49_f.jpg,train,25.847215065065477,73.25520182982993
51,44,AgeDB/15872_StВphaneAudran_44_f.jpg,verify,6.880604353078198,70.71374109177609
52,35,AgeDB/789_akistsoxatzopoulos_35_m.jpg,train,25.270353329582967,74.4617025228896
53,47,AgeDB/5131_ArmandAssante_47_m.jpg,train,30.807839607374632,77.3530606068503
54,62,AgeDB/3825_StacyKeach_62_m.jpg,train,47.98768365524717,65.6908453119642
55,78,AgeDB/4005_BurtReynolds_78_m.jpg,test,69.77141459499062,136.8414862318337
56,69,AgeDB/7049_DavidNiven_69_m.jpg,train,44.557375914446354,92.31591196142523
57,44,AgeDB/11038_EmmaThompson_44_f.jpg,train,19.50825050528271,58.966857369035296
58,67,AgeDB/10363_AnitaEkberg_67_f.jpg,train,20.069400139651023,87.28015543168743
59,63,AgeDB/8777_AlecGuinness_63_m.jpg,train,36.25974208723404,93.29692622721568
60,33,AgeDB/6580_LexBarker_33_m.jpg,test,7.807742422902397,43.02514611352335
61,38,AgeDB/6452_JohnVernon_38_m.jpg,test,8.217205921752928,54.30419007676336
62,35,AgeDB/9921_AliMacGraw_35_f.jpg,verify,6.781910291541781,61.66455073668702
