,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,9.606154183698951,41.35094680632555,verify
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,45.17176370814046,94.95751214500214,test
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,40.95164466790432,59.38972030418756,train
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,59.889796868537445,101.26156737632918,train
4,28,AgeDB/3888_TomasMilian_28_m.jpg,27.103233894974224,30.582834889235556,train
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,16.495828274474782,train
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,31.81365490318128,40.248829361099766,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,68.27235661615428,116.44731923485028,train
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,0.0,31.04401891956875,test
9,62,AgeDB/15404_JanePowell_62_f.jpg,52.70378072252632,65.8818133056964,train
10,4,AgeDB/13911_BettyGrable_4_f.jpg,0.0,14.045975126660515,train
11,57,AgeDB/9901_RoseMarie_57_f.jpg,23.073030184795883,69.54509376059275,train
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,31.762026973729682,78.54510493492229,train
13,61,AgeDB/3876_SteveMartin_61_m.jpg,51.60954947139173,65.61358327764454,train
14,40,AgeDB/1844_TomJones_40_m.jpg,33.725681562304906,57.490020396904825,train
15,24,AgeDB/13324_AvaGardner_24_f.jpg,9.590061219005111,56.55695995397194,test
16,31,AgeDB/10113_JaneFonda_31_f.jpg,15.792120002435432,42.17874198456861,train
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,16.96540699045135,53.72746035727393,test
18,39,AgeDB/4062_ClintWalker_39_m.jpg,30.13435534787906,76.43991096014878,test
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,28.56341583790458,73.64022318261395,test
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,38.397665770883286,86.30305158113822,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,30.403794035406733,62.11531437691555,test
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,38.22762509940952,74.70818653670065,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,16.790545225594038,37.53924532832696,train
24,24,AgeDB/10244_LivUllmann_24_f.jpg,0.0,32.06613958776126,verify
25,16,AgeDB/718_RonaldReagan_16_m.jpg,10.948870795846844,21.982413324908308,verify
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,63.70955204400397,98.92183697018736,train
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,17.206876651802283,40.0284848345072,train
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,36.825073778310404,81.26121067163785,train
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,22.04579983270669,49.784665076518706,train
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,0.0,40.52886056247135,test
31,45,AgeDB/5673_RayDanton_45_m.jpg,40.64922432005543,58.61161077328477,train
32,67,AgeDB/2445_ChevyChase_67_m.jpg,64.82637226467878,105.10379296935615,test
33,45,AgeDB/6612_LouCostello_45_m.jpg,24.464879367451886,70.91609627245845,train
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,11.314533033858005,57.26471561093483,test
35,28,AgeDB/1871_AlanYoung_28_m.jpg,17.887258935310875,65.0660410225466,train
36,53,AgeDB/15269_DyanCannon_53_f.jpg,48.586004138624034,53.219922543960266,train
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,66.57065122375279,100.14660431557081,test
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,62.923769532034555,103.50651644805166,train
39,52,AgeDB/13156_JaneWyman_52_f.jpg,34.0834173578695,82.29892507157705,train
40,49,AgeDB/2308_SamNeill_49_m.jpg,30.11724428009863,56.52017781060643,verify
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,22.923857241913147,61.203678476025814,train
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,41.3490491962065,74.69786418682199,train
43,59,AgeDB/15061_BettyGarrett_59_f.jpg,43.65077791872049,89.99098534471467,train
44,34,AgeDB/3722_RogerAllam_34_m.jpg,0.0,40.15150936849253,test
45,59,AgeDB/3587_MichaelYork_59_m.jpg,53.25459447354629,77.22679186081355,train
46,52,AgeDB/16125_SamuelJacksonn_52_m.jpg,43.21367767582629,69.68114795514265,train
47,25,AgeDB/9672_MegRyan_25_f.jpg,20.654340921603122,33.464689874463836,verify
48,26,AgeDB/2871_SamElliott_26_m.jpg,12.66506633867791,44.96073512364258,test
49,37,AgeDB/12657_IsabelleHuppert_37_f.jpg,29.057760917385167,56.32825974060586,train
50,49,AgeDB/13196_MichellePfeiffer_49_f.jpg,48.65014553733491,85.75843397495755,test
51,44,AgeDB/15872_StВphaneAudran_44_f.jpg,38.48775865625721,57.49106607412892,train
52,35,AgeDB/789_akistsoxatzopoulos_35_m.jpg,26.914688547239628,65.5968985551505,verify
53,47,AgeDB/5131_ArmandAssante_47_m.jpg,36.503132488257094,79.3071785518026,verify
54,62,AgeDB/3825_StacyKeach_62_m.jpg,54.99912538254982,77.52133255958876,train
55,78,AgeDB/4005_BurtReynolds_78_m.jpg,73.49790544124238,95.40054980362737,train
56,69,AgeDB/7049_DavidNiven_69_m.jpg,48.617302062249095,78.2412582545307,train
57,44,AgeDB/11038_EmmaThompson_44_f.jpg,8.193126082604579,45.70448006666125,train
58,67,AgeDB/10363_AnitaEkberg_67_f.jpg,62.62508900593373,100.9462047473745,train
59,63,AgeDB/8777_AlecGuinness_63_m.jpg,48.49186029990915,64.05857831494282,train
60,33,AgeDB/6580_LexBarker_33_m.jpg,13.163953671398048,48.12044184902446,train
61,38,AgeDB/6452_JohnVernon_38_m.jpg,26.265691198774405,45.388122477714205,train
62,35,AgeDB/9921_AliMacGraw_35_f.jpg,31.188902679031933,49.176313274565004,train
63,72,AgeDB/2486_ClaudeRich_72_m.jpg,47.79276595191011,72.85849212833884,train
64,40,AgeDB/13674_LilliPalmer_40_f.jpg,25.17095544315392,43.97075731228769,train
65,39,AgeDB/8499_AlejandroRey_39_m.jpg,26.89919866727913,70.00320091848816,verify
66,47,AgeDB/13107_GretaGarbo_47_f.jpg,35.621544962497886,73.90444497946501,train
67,39,AgeDB/5558_PatrickStewart_39_m.jpg,28.523473196935484,52.39346389554457,test
68,50,AgeDB/8147_LorneGreene_50_m.jpg,8.023922556996208,55.0378277155648,verify
69,52,AgeDB/5292_JackNicolson_52_m.jpg,50.78163684327818,67.98570394904482,train
70,19,AgeDB/12544_AlikiBoug_19_f.jpg,0.0,31.247897203065875,train
71,44,AgeDB/9280_BurtLancaster_44_m.jpg,26.934550574483247,47.43579300458782,train
72,33,AgeDB/9338_GeorgesMarchal_33_m.jpg,0.0,37.101599223433716,train
73,81,AgeDB/15698_KathrynGrayson_81_f.jpg,48.108691581227504,88.4388259467673,train
74,38,AgeDB/12420_AngieDickinson_38_f.jpg,23.86344849169558,39.614269521966044,train
75,18,AgeDB/11354_VirnaLisi_18_f.jpg,15.619955911695683,45.90878580795892,train
76,40,AgeDB/14184_GeraldinePage_40_f.jpg,24.748052423729163,45.296545538834266,test
77,29,AgeDB/6782_RowanAtkinson_29_m.jpg,5.189204079230002,50.42516582292224,verify
78,39,AgeDB/11670_MireilleDarc_39_f.jpg,11.252195761151036,47.57107027286882,test
79,56,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,24.59193495868955,61.37778137057974,test
80,81,AgeDB/278_PabloPicasso_81_m.jpg,63.232290204692504,112.1396752857788,train
81,41,AgeDB/3216_EliWallach_41_m.jpg,37.983955174053854,81.7166104180301,test
82,58,AgeDB/2898_SamElliott_58_m.jpg,40.31746968204728,69.09573320214585,train
83,26,AgeDB/11300_SophiaLoren_26_f.jpg,0.0,47.324815341150426,train
