,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,29.574906360609866,52.899328327534164,test
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,45.40434862003437,68.61147095122251,train
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,25.578084630337806,60.32292285143717,test
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,36.97075272957061,66.15067983527273,train
4,28,AgeDB/3888_TomasMilian_28_m.jpg,11.721606584336655,33.333080763091886,train
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,30.6235571232736,train
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,27.92914319257369,46.48450500554796,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,52.71691828274959,91.22341154090037,train
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,9.251851150115982,33.53348546601552,train
9,62,AgeDB/15404_JanePowell_62_f.jpg,43.45358360320873,74.3923937432491,verify
10,4,AgeDB/13911_BettyGrable_4_f.jpg,0.0,21.129760888611422,test
11,57,AgeDB/9901_RoseMarie_57_f.jpg,50.72133115456937,59.13517336554172,train
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,22.624671562148066,57.93884504512391,train
13,61,AgeDB/3876_SteveMartin_61_m.jpg,54.91566290705052,63.94991879325838,train
14,40,AgeDB/1844_TomJones_40_m.jpg,21.422253486887413,55.773415735575966,train
15,24,AgeDB/13324_AvaGardner_24_f.jpg,16.565898875506385,55.512470664274375,train
16,31,AgeDB/10113_JaneFonda_31_f.jpg,11.961748264893565,47.715004688420606,test
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,43.14406149554397,50.45860311755408,test
18,39,AgeDB/4062_ClintWalker_39_m.jpg,24.077879315356306,49.411343748510674,train
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,52.79932302527233,69.27948180136138,test
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,45.61454162892089,56.75819969224024,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,33.6875948635692,67.27618885414807,verify
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,31.988429160998628,62.09480420040627,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,12.585885949245196,51.47303840076215,train
24,24,AgeDB/10244_LivUllmann_24_f.jpg,22.740573535063582,35.02449913233649,train
25,16,AgeDB/718_RonaldReagan_16_m.jpg,0.0,17.262119605489175,train
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,39.45516316488996,70.77214886273252,test
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,14.529612396783882,41.483231159564454,train
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,44.94860043684275,61.89863663066531,test
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,29.498503486976368,58.660598906282914,test
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,0.22897788918333362,36.82902419897686,train
31,45,AgeDB/5673_RayDanton_45_m.jpg,30.99511616197045,60.89427105399258,train
32,67,AgeDB/2445_ChevyChase_67_m.jpg,61.4888904856149,80.87178854649868,train
33,45,AgeDB/6612_LouCostello_45_m.jpg,35.41788258179964,62.95905770933399,verify
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,23.015837970946272,58.76766271824653,train
35,28,AgeDB/1871_AlanYoung_28_m.jpg,21.301177325654322,28.25173061357185,verify
36,53,AgeDB/15269_DyanCannon_53_f.jpg,42.10647630713279,63.68234676418113,verify
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,48.41893244708977,87.57469638599252,test
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,58.84842258354668,96.65255621244016,verify
39,52,AgeDB/13156_JaneWyman_52_f.jpg,39.84693489315468,60.60465211926031,train
