,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,22.621029890607595,48.84940293882249,verify
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,54.298485643014175,68.17326408807962,train
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,41.067604901539454,69.87662665856608,test
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,54.03555362464199,74.04386571475153,verify
4,28,AgeDB/3888_TomasMilian_28_m.jpg,24.168945110524078,39.015317013040466,test
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,19.597582048325364,train
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,16.152019326861016,53.75051017852478,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,55.350631299956376,77.73225411446157,test
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,0.0,33.68444583724343,test
9,62,AgeDB/15404_JanePowell_62_f.jpg,61.234311632277155,74.31578035480413,train
10,4,AgeDB/13911_BettyGrable_4_f.jpg,0.0,17.751272757503273,verify
11,57,AgeDB/9901_RoseMarie_57_f.jpg,54.22469087121661,80.2979577750595,train
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,22.31663600565075,55.711511642597515,train
13,61,AgeDB/3876_SteveMartin_61_m.jpg,44.61988423579439,79.68659218770284,test
14,40,AgeDB/1844_TomJones_40_m.jpg,11.07350556624872,43.732327979142724,test
15,24,AgeDB/13324_AvaGardner_24_f.jpg,23.63095590097023,44.02618491330969,train
16,31,AgeDB/10113_JaneFonda_31_f.jpg,24.686780096537433,33.16981612758355,test
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,29.6570301250365,52.656534925088465,train
18,39,AgeDB/4062_ClintWalker_39_m.jpg,3.6549565405427273,39.00626821675817,train
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,57.059087499406814,73.67167556389393,train
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,43.79213400051916,81.57586729485408,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,19.47496204562514,58.60655723622324,train
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,13.288267391201067,48.58934044316561,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,11.638666754263763,43.823459028127054,test
24,24,AgeDB/10244_LivUllmann_24_f.jpg,13.274414523714682,43.87066116367295,test
25,16,AgeDB/718_RonaldReagan_16_m.jpg,4.0297789181264925,28.466046987388808,verify
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,41.165417742975315,71.44755818918634,train
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,24.970252038747688,44.07428274638053,train
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,47.904287931642116,61.54512378744572,train
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,35.938325024459765,66.02435181623368,train
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,8.42298858852378,41.26798808551211,train
31,45,AgeDB/5673_RayDanton_45_m.jpg,36.62289563759372,56.94309270976434,train
32,67,AgeDB/2445_ChevyChase_67_m.jpg,58.949048741817464,70.67210714942355,train
33,45,AgeDB/6612_LouCostello_45_m.jpg,40.03273877602196,46.18669808223207,train
