,age,path,split,yl,yr
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,test,5.441420063473426,64.22120660947586
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,verify,54.035989777880545,109.89959259276156
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,verify,34.09376896572521,48.055154275044316
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,test,58.02041110786651,101.70928821918262
4,28,AgeDB/3888_TomasMilian_28_m.jpg,train,25.12708573641644,41.135658413232065
5,8,AgeDB/16107_DannyGlover_8_m.jpg,verify,0.0,32.960380542266385
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,train,22.772916885326815,41.34043435012316
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,train,68.74669718224379,102.5770245148003
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,train,23.84672871082038,50.27472029224765
9,62,AgeDB/15404_JanePowell_62_f.jpg,verify,35.71537048057579,73.97003749454252
10,4,AgeDB/13911_BettyGrable_4_f.jpg,test,0.0,52.44808621842266
11,57,AgeDB/9901_RoseMarie_57_f.jpg,verify,26.78721923639032,65.8435931699342
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,test,0.0,50.81727637480735
13,61,AgeDB/3876_SteveMartin_61_m.jpg,test,46.98599887845933,84.01051286151153
14,40,AgeDB/1844_TomJones_40_m.jpg,verify,26.297696011606753,46.94409578212303
15,24,AgeDB/13324_AvaGardner_24_f.jpg,test,1.9810795779861579,25.33521233383749
16,31,AgeDB/10113_JaneFonda_31_f.jpg,verify,16.841191771610518,71.48271432017843
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,test,42.18434492605926,96.7655237681719
18,39,AgeDB/4062_ClintWalker_39_m.jpg,verify,27.86321489989497,47.660124436644
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,train,59.06897407906486,91.93650282491707
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,verify,26.25648357658423,84.68007754367687
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,train,8.879209201741315,68.74268179299678
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,test,30.063403279320795,51.765214631556006
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,test,33.33633551252731,65.65120891315593
24,24,AgeDB/10244_LivUllmann_24_f.jpg,train,1.2747009186917282,45.590351046418846
25,16,AgeDB/718_RonaldReagan_16_m.jpg,train,0.0,35.724094562781595
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,test,64.5496847830912,97.57952376754996
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,train,8.945542205921637,59.4138553780998
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,verify,37.05106426813349,59.558566199734855
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,train,37.352860473541504,55.6665754462674
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,verify,10.231056771216075,62.086571322682616
31,45,AgeDB/5673_RayDanton_45_m.jpg,train,11.13987871400618,61.01358455832238
32,67,AgeDB/2445_ChevyChase_67_m.jpg,train,42.88715237877791,71.482976922115
33,45,AgeDB/6612_LouCostello_45_m.jpg,train,13.434295041194204,69.34891701336034
34,47,AgeDB/10356_AnitaEkberg_47_f.jpg,test,27.178455805129822,57.966920695935315
35,28,AgeDB/1871_AlanYoung_28_m.jpg,train,26.05393350581887,68.43428920590134
36,53,AgeDB/15269_DyanCannon_53_f.jpg,train,49.9611648998406,84.72707054248893
37,67,AgeDB/9975_ElkeSommer_67_f.jpg,train,54.98253900144502,76.86815496078837
38,67,AgeDB/7776_AlbertoSordi_67_m.jpg,train,34.34493672625882,93.75666635476105
39,52,AgeDB/13156_JaneWyman_52_f.jpg,train,43.64585988924973,79.93692503633184
40,49,AgeDB/2308_SamNeill_49_m.jpg,train,0.6415532452019406,50.903780898608346
41,57,AgeDB/1271_IlyaPrigogine_57_m.jpg,train,54.84593360497311,68.09779116099968
42,68,AgeDB/697_GeorgeHWBush_68_m.jpg,test,62.10871122439022,83.3273065092272
