,age,path,yl,yr,split
0,31,AgeDB/11706_OliviaHussey_31_f.jpg,14.276151326273272,33.08520674222732,train
1,59,AgeDB/11684_MireilleDarc_59_f.jpg,44.626645035712144,68.87843054828794,train
2,44,AgeDB/7955_GilbertRoland_44_m.jpg,39.63786841518276,68.9523457098585,verify
3,61,AgeDB/9352_GeorgesMarchal_61_m.jpg,54.59298195227369,80.38289623958951,train
4,28,AgeDB/3888_TomasMilian_28_m.jpg,16.526872090921145,28.32857136549874,train
5,8,AgeDB/16107_DannyGlover_8_m.jpg,0.0,24.765346090262526,train
6,34,AgeDB/13784_ThelmaRitter_34_f.jpg,31.484435849348706,53.41563681686603,train
7,74,AgeDB/9945_AliMacGraw_74_f.jpg,72.6798015787363,98.45147632047826,train
8,25,AgeDB/12634_HedyLamarr_25_f.jpg,23.582003038867818,29.419715220668664,test
9,62,AgeDB/15404_JanePowell_62_f.jpg,50.156002312904874,64.42921268034468,test
10,4,AgeDB/13911_BettyGrable_4_f.jpg,0.0,5.777235670381248,verify
11,57,AgeDB/9901_RoseMarie_57_f.jpg,44.16374798314766,59.956312733028824,train
12,35,AgeDB/4087_DickVanDyke_35_m.jpg,22.324706152737562,51.8551712682427,verify
13,61,AgeDB/3876_SteveMartin_61_m.jpg,58.283119999786265,64.59627235942503,train
14,40,AgeDB/1844_TomJones_40_m.jpg,20.033565121819024,40.25707158897456,train
15,24,AgeDB/13324_AvaGardner_24_f.jpg,13.694434673441059,27.8722926154638,test
16,31,AgeDB/10113_JaneFonda_31_f.jpg,21.238870878480725,43.901615139394835,test
17,50,AgeDB/9119_MarlonBrando_50_m.jpg,40.632836896753375,52.237376608596534,verify
18,39,AgeDB/4062_ClintWalker_39_m.jpg,23.020744898213366,41.05255204236385,train
19,68,AgeDB/15141_CatherineSchell_68_f.jpg,50.11798139623252,80.10376895935674,train
20,52,AgeDB/12473_AnnaMassey_52_f.jpg,33.4477502135505,62.74881947056156,train
21,54,AgeDB/4760_MichelPiccoli_54_m.jpg,52.669334356151296,65.72951580864067,test
22,42,AgeDB/13206_MichellePfeiffer_42_f.jpg,35.57151697073696,43.24423396713242,train
23,36,AgeDB/9578_MarcelloMastroianni_36_m.jpg,20.826530704014523,41.612002833641306,verify
24,24,AgeDB/10244_LivUllmann_24_f.jpg,19.84908629726329,49.111319144398024,train
25,16,AgeDB/718_RonaldReagan_16_m.jpg,13.316192560339651,20.3749733054093,verify
26,70,AgeDB/3471_LeslieCaron_70_m.jpg,50.27305947236664,71.97237331044118,train
27,37,AgeDB/4536_DustinHoffman_37_m.jpg,28.617973366215004,42.154113160379296,verify
28,56,AgeDB/5080_AnthonyHopkins_56_m.jpg,28.11853698084122,57.42316211209608,train
29,46,AgeDB/4100_DickVanDyke_46_m.jpg,33.28599094487719,46.00369443204754,train
30,33,AgeDB/11707_OliviaHussey_33_f.jpg,11.896582463006965,38.55735125433626,train
